2026-08-27 02:10:30 INFO  (LoggingInitialization) Using log config file: jar:file:/opt/homebrew/Cellar/ghidra/12.1.3/libexec/Ghidra/Framework/Generic/lib/Generic.jar!/generic.log4j.xml  
2026-08-27 02:10:30 INFO  (LoggingInitialization) Using log file: /Users/bimap/Documents/Coding/SmartGlasses/Reverse/firmware/analysis/rtos/lvgl/disasm/import.log  
2026-08-27 02:10:31 DEBUG (GhidraObjectInputFilter) Including serial input filter: FileSystem/data/client.rmi.serial.filter  
2026-08-27 02:10:31 INFO  (Preferences) Loading user preferences: /Users/bimap/Library/ghidra/ghidra_12.1.3_PUBLIC/preferences  
2026-08-27 02:10:31 INFO  (ClassSearcher) Searching for classes...  
2026-08-27 02:10:31 INFO  (ClassSearcher) Class search complete (617 ms)  
2026-08-27 02:10:31 INFO  (DefaultSSLContextInitializer) Initializing SSL Context  
2026-08-27 02:10:31 INFO  (SecureRandomFactory) Initializing Random Number Generator...  
2026-08-27 02:10:31 INFO  (SecureRandomFactory) Random Number Generator initialization complete: NativePRNGNonBlocking  
2026-08-27 02:10:31 INFO  (DefaultTrustManagerFactory) Trust manager disabled, cacerts have not been set  
2026-08-27 02:10:32 INFO  (AnalyzeHeadless) Headless startup complete (2129 ms)  
2026-08-27 02:10:32 INFO  (ClassSearcher) Class searcher loaded 211 extension points (114 false positives)  
2026-08-27 02:10:32 INFO  (HeadlessAnalyzer) HEADLESS Script Paths:
    /opt/homebrew/Cellar/ghidra/12.1.3/libexec/Ghidra/Processors/8051/ghidra_scripts
    /opt/homebrew/Cellar/ghidra/12.1.3/libexec/Ghidra/Debug/Debugger-rmi-trace/ghidra_scripts
    /opt/homebrew/Cellar/ghidra/12.1.3/libexec/Ghidra/Features/FileFormats/ghidra_scripts
    /opt/homebrew/Cellar/ghidra/12.1.3/libexec/Ghidra/Features/Decompiler/ghidra_scripts
    /opt/homebrew/Cellar/ghidra/12.1.3/libexec/Ghidra/Features/PDB/ghidra_scripts
    /opt/homebrew/Cellar/ghidra/12.1.3/libexec/Ghidra/Processors/JVM/ghidra_scripts
    /opt/homebrew/Cellar/ghidra/12.1.3/libexec/Ghidra/Features/SystemEmulation/ghidra_scripts
    /opt/homebrew/Cellar/ghidra/12.1.3/libexec/Ghidra/Processors/PIC/ghidra_scripts
    /opt/homebrew/Cellar/ghidra/12.1.3/libexec/Ghidra/Debug/Debugger/ghidra_scripts
    /opt/homebrew/Cellar/ghidra/12.1.3/libexec/Ghidra/Features/GnuDemangler/ghidra_scripts
    /opt/homebrew/Cellar/ghidra/12.1.3/libexec/Ghidra/Features/MicrosoftCodeAnalyzer/ghidra_scripts
    /opt/homebrew/Cellar/ghidra/12.1.3/libexec/Ghidra/Features/PyGhidra/ghidra_scripts
    /opt/homebrew/Cellar/ghidra/12.1.3/libexec/Ghidra/Features/SwiftDemangler/ghidra_scripts
    /opt/homebrew/Cellar/ghidra/12.1.3/libexec/Ghidra/Features/WildcardAssembler/ghidra_scripts
    /opt/homebrew/Cellar/ghidra/12.1.3/libexec/Ghidra/Features/VersionTracking/ghidra_scripts
    /opt/homebrew/Cellar/ghidra/12.1.3/libexec/Ghidra/Features/BSim/ghidra_scripts
    /opt/homebrew/Cellar/ghidra/12.1.3/libexec/Ghidra/Features/BytePatterns/ghidra_scripts
    /opt/homebrew/Cellar/ghidra/12.1.3/libexec/Ghidra/Processors/Atmel/ghidra_scripts
    /opt/homebrew/Cellar/ghidra/12.1.3/libexec/Ghidra/Features/DecompilerDependent/ghidra_scripts
    /opt/homebrew/Cellar/ghidra/12.1.3/libexec/Ghidra/Processors/DATA/ghidra_scripts
    /opt/homebrew/Cellar/ghidra/12.1.3/libexec/Ghidra/Features/Base/ghidra_scripts
    /opt/homebrew/Cellar/ghidra/12.1.3/libexec/Ghidra/Features/FunctionID/ghidra_scripts  
2026-08-27 02:10:32 INFO  (HeadlessAnalyzer) HEADLESS: execution starts  
2026-08-27 02:10:32 INFO  (HeadlessAnalyzer) Creating project: /Users/bimap/Documents/Coding/SmartGlasses/Reverse/firmware/analysis/rtos/lvgl/disasm/proj/lvgl33  
2026-08-27 02:10:32 INFO  (DefaultProject) Creating project: /Users/bimap/Documents/Coding/SmartGlasses/Reverse/firmware/analysis/rtos/lvgl/disasm/proj/lvgl33  
2026-08-27 02:10:32 INFO  (HeadlessAnalyzer) REPORT: Processing input files:   
2026-08-27 02:10:32 INFO  (HeadlessAnalyzer)      project: /Users/bimap/Documents/Coding/SmartGlasses/Reverse/firmware/analysis/rtos/lvgl/disasm/proj/lvgl33  
2026-08-27 02:10:32 INFO  (HeadlessAnalyzer) IMPORTING: file:///Users/bimap/Documents/Coding/SmartGlasses/Reverse/firmware/x_1.0.12.83/platform_tester.bin  
2026-08-27 02:10:32 INFO  (ProgramLoader) Successfully applied "-loader-baseAddr" to "Base Address" (old: "null", new: "0x2C000000")  
2026-08-27 02:10:32 INFO  (ProgramLoader) Using Loader: Raw Binary  
2026-08-27 02:10:32 INFO  (ProgramLoader) Using Language/Compiler: ARM:LE:32:v8-m:default  
2026-08-27 02:10:32 INFO  (ProgramLoader) Using Library Search Path: [., /System/Library/dyld/dyld_shared_cache_arm64e, /System/Library/dyld/dyld_shared_cache_x86_64, /System/Library/dyld/dyld_shared_cache_x86_64h, /System/Cryptexes/OS/System/Library/dyld/dyld_shared_cache_arm64e, /System/Cryptexes/OS/System/Library/dyld/dyld_shared_cache_x86_64, /System/Cryptexes/OS/System/Library/dyld/dyld_shared_cache_x86_64h, /Users/bimap/Library/Java/Extensions, /Library/Java/Extensions, /Network/Library/Java/Extensions, /System/Library/Java/Extensions, /usr/lib/java]  
2026-08-27 02:10:33 INFO  (HeadlessAnalyzer) IMPORTING: Loaded 0 additional files  
2026-08-27 02:10:33 INFO  (HeadlessAnalyzer) ANALYZING all memory and code: file:///Users/bimap/Documents/Coding/SmartGlasses/Reverse/firmware/x_1.0.12.83/platform_tester.bin  
2026-08-27 02:10:33 ERROR (PngDataType) Invalid PNG data at 2c41c1cc  
2026-08-27 02:10:34 ERROR (SleighInstructionPrototype) Pcode error at 2c01cf56: Cannot invoke "ghidra.program.model.address.AddressSpace.truncateOffset(long)" because "vn.space" is null  
2026-08-27 02:10:34 ERROR (SleighInstructionPrototype) Pcode error at 2c01cf5e: Cannot invoke "ghidra.program.model.address.AddressSpace.truncateOffset(long)" because "vn.space" is null  
2026-08-27 02:10:38 ERROR (CreateFunctionCmd) Failed to create function at 2c57c1bc since its body contains referring thunk at 2c57c464  
2026-08-27 02:10:38 ERROR (CreateFunctionCmd) Failed to create function at 2c5b63dc since its body contains referring thunk at 2c5b64e8  
2026-08-27 02:10:50 WARN  (DecompileCallback) Decompiling 2c143178, pcode error at 0064f3ca: Could not follow disassembly flow into non-existing memory at 0064f3ca  
2026-08-27 02:10:50 WARN  (DecompileCallback) Decompiling 2c143178, pcode error at 0064f250: Could not follow disassembly flow into non-existing memory at 0064f250  
2026-08-27 02:10:50 WARN  (DecompileCallback) Decompiling 2c143178, pcode error at 0064f304: Could not follow disassembly flow into non-existing memory at 0064f304  
2026-08-27 02:10:50 WARN  (DecompileCallback) Decompiling 2c143178, pcode error at 0064f402: Could not follow disassembly flow into non-existing memory at 0064f402  
2026-08-27 02:10:50 WARN  (DecompileCallback) Decompiling 2c143178, pcode error at 0064f3c2: Could not follow disassembly flow into non-existing memory at 0064f3c2  
2026-08-27 02:10:50 WARN  (DecompileCallback) Decompiling 2c143178, pcode error at 0064f3e0: Could not follow disassembly flow into non-existing memory at 0064f3e0  
2026-08-27 02:10:50 WARN  (DecompileCallback) Decompiling 2c143178, pcode error at 0064f2d4: Could not follow disassembly flow into non-existing memory at 0064f2d4  
2026-08-27 02:10:50 WARN  (DecompileCallback) Decompiling 2c143178, pcode error at 0064f2c0: Could not follow disassembly flow into non-existing memory at 0064f2c0  
2026-08-27 02:10:50 WARN  (DecompileCallback) Decompiling 2c66a838, pcode error at 2c67a9b4: Could not follow disassembly flow into non-existing memory at 2c67a9b4  
2026-08-27 02:10:50 WARN  (DecompileCallback) Decompiling 2c66a838, pcode error at 2c67a978: Could not follow disassembly flow into non-existing memory at 2c67a978  
2026-08-27 02:10:50 WARN  (DecompileCallback) Decompiling 2c66a838, pcode error at 2c67a89c: Could not follow disassembly flow into non-existing memory at 2c67a89c  
2026-08-27 02:10:50 WARN  (DecompileCallback) Decompiling 2c66a838, pcode error at 2c67aa5e: Could not follow disassembly flow into non-existing memory at 2c67aa5e  
2026-08-27 02:10:50 WARN  (DecompileCallback) Decompiling 2c66a838, pcode error at 2c67a9ca: Could not follow disassembly flow into non-existing memory at 2c67a9ca  
2026-08-27 02:10:50 WARN  (DecompileCallback) Decompiling 2c66a838, pcode error at 2c67a9d8: Could not follow disassembly flow into non-existing memory at 2c67a9d8  
2026-08-27 02:10:50 WARN  (DecompileCallback) Decompiling 2c66a838, pcode error at 2c67aa20: Could not follow disassembly flow into non-existing memory at 2c67aa20  
2026-08-27 02:10:50 WARN  (DecompileCallback) Decompiling 2c66a838, pcode error at 2c67aa4a: Could not follow disassembly flow into non-existing memory at 2c67aa4a  
2026-08-27 02:10:50 WARN  (DecompileCallback) Decompiling 2c66a838, pcode error at 2c67aa72: Could not follow disassembly flow into non-existing memory at 2c67aa72  
2026-08-27 02:10:50 WARN  (DecompileCallback) Decompiling 2c66a838, pcode error at 2c67aa12: Could not follow disassembly flow into non-existing memory at 2c67aa12  
2026-08-27 02:10:50 WARN  (DecompileCallback) Decompiling 2c66e064, pcode error at 2c67e912: Could not follow disassembly flow into non-existing memory at 2c67e912  
2026-08-27 02:10:50 WARN  (DecompileCallback) Decompiling 2c66e064, pcode error at 2c67e8ac: Could not follow disassembly flow into non-existing memory at 2c67e8ac  
2026-08-27 02:10:50 WARN  (DecompileCallback) Decompiling 2c66e064, pcode error at 2c67e350: Could not follow disassembly flow into non-existing memory at 2c67e350  
2026-08-27 02:10:50 WARN  (DecompileCallback) Decompiling 2c66e064, pcode error at 2c67e890: Could not follow disassembly flow into non-existing memory at 2c67e890  
2026-08-27 02:10:50 WARN  (DecompileCallback) Decompiling 2c66e064, pcode error at 2c67e0c8: Could not follow disassembly flow into non-existing memory at 2c67e0c8  
2026-08-27 02:10:50 WARN  (DecompileCallback) Decompiling 2c66e064, pcode error at 2c67e7de: Could not follow disassembly flow into non-existing memory at 2c67e7de  
2026-08-27 02:10:50 WARN  (DecompileCallback) Decompiling 2c66e064, pcode error at 2c67e7c6: Could not follow disassembly flow into non-existing memory at 2c67e7c6  
2026-08-27 02:10:50 WARN  (DecompileCallback) Decompiling 2c66e064, pcode error at 2c67e6c0: Could not follow disassembly flow into non-existing memory at 2c67e6c0  
2026-08-27 02:10:50 WARN  (DecompileCallback) Decompiling 2c66e064, pcode error at 2c67e346: Could not follow disassembly flow into non-existing memory at 2c67e346  
2026-08-27 02:10:50 WARN  (DecompileCallback) Decompiling 2c66e064, pcode error at 2c67e660: Could not follow disassembly flow into non-existing memory at 2c67e660  
2026-08-27 02:10:50 WARN  (DecompileCallback) Decompiling 2c66e064, pcode error at 2c67e650: Could not follow disassembly flow into non-existing memory at 2c67e650  
